dayhour,cnt
2020-02-19 11,1888
2020-02-19 12,2171
2020-02-19 13,2256
2020-02-19 14,2260
2020-02-19 15,2473
2020-02-19 16,3115
2020-02-19 17,5316
2020-02-19 18,5065
2020-02-19 19,3273
2020-02-19 20,2212
2020-02-19 21,1397
2020-02-19 22,1012
2020-02-19 23,591
2020-02-20 00,261
2020-02-20 01,134
2020-02-20 02,69
2020-02-20 03,59
2020-02-20 04,91
2020-02-20 05,442
2020-02-20 06,1327
2020-02-20 07,2824
2020-02-20 08,4844
2020-02-20 09,3525
2020-02-20 10,1862
2020-02-20 11,1554
2020-02-20 12,1861
2020-02-20 13,1865
2020-02-20 14,1819
2020-02-20 15,2072
2020-02-20 16,2736
2020-02-20 17,4580
2020-02-20 18,4407
2020-02-20 19,2789
2020-02-20 20,1891
2020-02-20 21,1300
2020-02-20 22,865
2020-02-20 23,479
2020-02-21 00,288
2020-02-21 01,142
2020-02-21 02,70
2020-02-21 03,48
2020-02-21 04,82
2020-02-21 05,389
2020-02-21 06,1031
2020-02-21 07,2222
2020-02-21 08,3941
2020-02-21 09,2966
2020-02-21 10,1660
2020-02-21 11,1493
2020-02-21 12,1786
2020-02-21 13,1994
2020-02-21 14,2055
2020-02-21 15,2286
2020-02-21 16,2960
2020-02-21 17,4293
2020-02-21 18,3539
2020-02-21 19,2309
2020-02-21 20,1515
2020-02-21 21,1056
2020-02-21 22,836
2020-02-21 23,602
2020-02-22 00,426
2020-02-22 01,285
2020-02-22 02,180
2020-02-22 03,112
2020-02-22 04,79
2020-02-22 05,65
2020-02-22 06,248
2020-02-22 07,562
2020-02-22 08,1169
2020-02-22 09,1810
2020-02-22 10,2489
2020-02-22 11,3012
2020-02-22 12,3417
2020-02-22 13,3457
2020-02-22 14,3754
2020-02-22 15,3924
2020-02-22 16,3480
2020-02-22 17,3069
2020-02-22 18,2391
2020-02-22 19,1975
2020-02-22 20,1411
2020-02-22 21,1158
2020-02-22 22,908
2020-02-22 23,753
2020-02-23 00,547
2020-02-23 01,464
2020-02-23 02,299
2020-02-23 03,168
2020-02-23 04,83
2020-02-23 05,102
2020-02-23 06,187
2020-02-23 07,480
2020-02-23 08,960
2020-02-23 09,1803
2020-02-23 10,2513
2020-02-23 11,3538
2020-02-23 12,4299
2020-02-23 13,4805
2020-02-23 14,4998
2020-02-23 15,5116
2020-02-23 16,4742
2020-02-23 17,3836
2020-02-23 18,2825
2020-02-23 19,1938
2020-02-23 20,1428
2020-02-23 21,1073
2020-02-23 22,748
2020-02-23 23,488
2020-02-24 00,262
2020-02-24 01,133
2020-02-24 02,74
2020-02-24 03,41
2020-02-24 04,103
2020-02-24 05,472
2020-02-24 06,1614
2020-02-24 07,3518
2020-02-24 08,5917
2020-02-24 09,3856
2020-02-24 10,2014
2020-02-24 11,1946
2020-02-24 12,2541
2020-02-24 13,2600
2020-02-24 14,2929
2020-02-24 15,3192
2020-02-24 16,4082
2020-02-24 17,6513
2020-02-24 18,5807
2020-02-24 19,3823
2020-02-24 20,2615
2020-02-24 21,1617
2020-02-24 22,1087
2020-02-24 23,589
2020-02-25 00,292
2020-02-25 01,112
2020-02-25 02,77
2020-02-25 03,41
2020-02-25 04,113
2020-02-25 05,583
2020-02-25 06,1788
2020-02-25 07,4006
2020-02-25 08,6692
2020-02-25 09,4196
2020-02-25 10,2198
2020-02-25 11,1683
2020-02-25 12,885
2020-02-25 13,1365
2020-02-25 14,1506
2020-02-25 15,1474
2020-02-25 16,1384
2020-02-25 17,2677
2020-02-25 18,2773
2020-02-25 19,2366
2020-02-25 20,1567
2020-02-25 21,1201
2020-02-25 22,889
2020-02-25 23,509
2020-02-26 00,238
2020-02-26 01,142
2020-02-26 02,75
2020-02-26 03,50
2020-02-26 04,110
2020-02-26 05,512
2020-02-26 06,1622
2020-02-26 07,3538
2020-02-26 08,4933
2020-02-26 09,2520
2020-02-26 10,1449
2020-02-26 11,1401
2020-02-26 12,1771
2020-02-26 13,1899
2020-02-26 14,1828
2020-02-26 15,1996
2020-02-26 16,2904
2020-02-26 17,5178
2020-02-26 18,5092
2020-02-26 19,3449
2020-02-26 20,2330
2020-02-26 21,1568
2020-02-26 22,959
2020-02-26 23,520
2020-02-27 00,149
2020-02-27 01,49
2020-02-27 02,35
2020-02-27 03,26
2020-02-27 04,66
2020-02-27 05,383
2020-02-27 06,1369
2020-02-27 07,3084
2020-02-27 08,5601
2020-02-27 09,3657
2020-02-27 10,1792
2020-02-27 11,1696
2020-02-27 12,1909
2020-02-27 13,1989
2020-02-27 14,2016
2020-02-27 15,2273
2020-02-27 16,2702
2020-02-27 17,4571
2020-02-27 18,4065
2020-02-27 19,2586
2020-02-27 20,1719
2020-02-27 21,1219
2020-02-27 22,788
2020-02-27 23,500
2020-02-28 00,248
2020-02-28 01,134
2020-02-28 02,87
2020-02-28 03,61
2020-02-28 04,82
2020-02-28 05,401
2020-02-28 06,1251
2020-02-28 07,2716
2020-02-28 08,4630
2020-02-28 09,3280
2020-02-28 10,1810
2020-02-28 11,1714
2020-02-28 12,1963
2020-02-28 13,2236
2020-02-28 14,2350
2020-02-28 15,2512
2020-02-28 16,3224
2020-02-28 17,4707
2020-02-28 18,3906
2020-02-28 19,2553
2020-02-28 20,1668
2020-02-28 21,1154
2020-02-28 22,856
2020-02-28 23,653
2020-02-29 00,470
2020-02-29 01,305
2020-02-29 02,163
2020-02-29 03,103
2020-02-29 04,81
2020-02-29 05,84
2020-02-29 06,254
2020-02-29 07,569
2020-02-29 08,1142
2020-02-29 09,1759
2020-02-29 10,2213
2020-02-29 11,2537
2020-02-29 12,2639
2020-02-29 13,2605
2020-02-29 14,2460
2020-02-29 15,2439
2020-02-29 16,2174
2020-02-29 17,1948
2020-02-29 18,1607
2020-02-29 19,1333
2020-02-29 20,965
2020-02-29 21,723
2020-02-29 22,657
2020-02-29 23,512
2020-03-01 00,406
2020-03-01 01,256
2020-03-01 02,158
2020-03-01 03,88
2020-03-01 04,69
2020-03-01 05,61
2020-03-01 06,138
2020-03-01 07,405
2020-03-01 08,782
2020-03-01 09,1269
2020-03-01 10,1873
2020-03-01 11,2371
2020-03-01 12,2850
2020-03-01 13,2896
2020-03-01 14,2976
2020-03-01 15,3148
2020-03-01 16,2992
2020-03-01 17,2851
2020-03-01 18,2156
2020-03-01 19,1559
2020-03-01 20,1200
2020-03-01 21,865
2020-03-01 22,644
2020-03-01 23,375
2020-03-02 00,226
2020-03-02 01,107
2020-03-02 02,55
2020-03-02 03,56
2020-03-02 04,100
2020-03-02 05,484
2020-03-02 06,1587
2020-03-02 07,3547
2020-03-02 08,5972
2020-03-02 09,3620
2020-03-02 10,1988
2020-03-02 11,1996
2020-03-02 12,2377
2020-03-02 13,2657
2020-03-02 14,2859
2020-03-02 15,3251
2020-03-02 16,4118
2020-03-02 17,6827
2020-03-02 18,6261
2020-03-02 19,3852
2020-03-02 20,2502
2020-03-02 21,1667
2020-03-02 22,1059
2020-03-02 23,595
2020-03-03 00,214
2020-03-03 01,103
2020-03-03 02,69
2020-03-03 03,54
2020-03-03 04,131
2020-03-03 05,594
2020-03-03 06,1864
2020-03-03 07,4303
2020-03-03 08,7477
2020-03-03 09,4570
2020-03-03 10,2432
2020-03-03 11,2212
2020-03-03 12,2542
2020-03-03 13,2505
2020-03-03 14,1828
2020-03-03 15,805
2020-03-03 16,1657
2020-03-03 17,4304
2020-03-03 18,4870
2020-03-03 19,3320
2020-03-03 20,2381
2020-03-03 21,1420
2020-03-03 22,375
2020-03-03 23,472
2020-03-04 00,260
2020-03-04 01,118
2020-03-04 02,51
2020-03-04 03,66
2020-03-04 04,115
2020-03-04 05,570
2020-03-04 06,1850
2020-03-04 07,4034
2020-03-04 08,6690
2020-03-04 09,4110
2020-03-04 10,2126
2020-03-04 11,2109
2020-03-04 12,2591
2020-03-04 13,2770
2020-03-04 14,2838
2020-03-04 15,3065
2020-03-04 16,3921
2020-03-04 17,6809
2020-03-04 18,6175
2020-03-04 19,3934
2020-03-04 20,2038
2020-03-04 21,1535
2020-03-04 22,1105
2020-03-04 23,656
2020-03-05 00,373
2020-03-05 01,167
2020-03-05 02,67
2020-03-05 03,75
2020-03-05 04,121
2020-03-05 05,476
2020-03-05 06,1702
2020-03-05 07,3812
2020-03-05 08,6637
2020-03-05 09,4321
2020-03-05 10,2307
2020-03-05 11,2207
2020-03-05 12,2580
2020-03-05 13,2777
2020-03-05 14,2846
2020-03-05 15,3090
2020-03-05 16,4109
2020-03-05 17,6520
2020-03-05 18,5794
2020-03-05 19,3601
2020-03-05 20,2431
2020-03-05 21,1747
2020-03-05 22,1101
2020-03-05 23,723
2020-03-06 00,338
2020-03-06 01,179
2020-03-06 02,107
2020-03-06 03,53
2020-03-06 04,108
2020-03-06 05,473
2020-03-06 06,1504
2020-03-06 07,3556
2020-03-06 08,6138
2020-03-06 09,3976
2020-03-06 10,2203
2020-03-06 11,2043
2020-03-06 12,2225
2020-03-06 13,1694
2020-03-06 14,858
2020-03-06 15,795
2020-03-06 16,1601
2020-03-06 17,1695
2020-03-06 18,1112
2020-03-06 19,1255
2020-03-06 20,1019
2020-03-06 21,711
2020-03-06 22,557
2020-03-06 23,465
2020-03-07 00,398
2020-03-07 01,278
2020-03-07 02,193
2020-03-07 03,130
2020-03-07 04,103
2020-03-07 05,85
2020-03-07 06,265
2020-03-07 07,629
2020-03-07 08,1293
2020-03-07 09,1947
2020-03-07 10,2510
2020-03-07 11,3024
2020-03-07 12,3441
2020-03-07 13,3525
2020-03-07 14,3585
2020-03-07 15,3542
2020-03-07 16,3591
2020-03-07 17,3081
2020-03-07 18,2553
2020-03-07 19,1891
2020-03-07 20,1407
2020-03-07 21,1047
2020-03-07 22,870
2020-03-07 23,684
2020-03-08 00,525
2020-03-08 01,429
2020-03-08 03,277
2020-03-08 04,162
2020-03-08 05,104
2020-03-08 06,147
2020-03-08 07,333
2020-03-08 08,716
2020-03-08 09,1380
2020-03-08 10,2178
2020-03-08 11,2874
2020-03-08 12,3688
2020-03-08 13,4159
2020-03-08 14,4747
2020-03-08 15,4948
2020-03-08 16,5194
2020-03-08 17,4745
2020-03-08 18,4129
2020-03-08 19,2615
2020-03-08 20,1711
2020-03-08 21,1329
2020-03-08 22,912
2020-03-08 23,509
2020-03-09 00,294
2020-03-09 01,172
2020-03-09 02,82
2020-03-09 03,61
2020-03-09 04,107
2020-03-09 05,479
2020-03-09 06,1525
2020-03-09 07,3392
2020-03-09 08,6014
2020-03-09 09,4030
2020-03-09 10,2184
2020-03-09 11,2213
2020-03-09 12,2815
2020-03-09 13,3083
2020-03-09 14,3431
2020-03-09 15,4083
2020-03-09 16,5544
2020-03-09 17,9156
2020-03-09 18,9044
2020-03-09 19,5253
2020-03-09 20,3141
2020-03-09 21,1883
2020-03-09 22,1359
2020-03-09 23,666
2020-03-10 00,342
2020-03-10 01,173
2020-03-10 02,91
2020-03-10 03,68
2020-03-10 04,138
2020-03-10 05,487
2020-03-10 06,1759
2020-03-10 07,3896
2020-03-10 08,7152
2020-03-10 09,4739
2020-03-10 10,2494
2020-03-10 11,2249
2020-03-10 12,2577
2020-03-10 13,2794
2020-03-10 14,3048
2020-03-10 15,3024
2020-03-10 16,4199
2020-03-10 17,7429
2020-03-10 18,7554
2020-03-10 19,4712
2020-03-10 20,2761
2020-03-10 21,1912
2020-03-10 22,1148
2020-03-10 23,636
2020-03-11 00,360
2020-03-11 01,152
2020-03-11 02,106
2020-03-11 03,51
2020-03-11 04,109
2020-03-11 05,504
2020-03-11 06,1565
2020-03-11 07,3482
2020-03-11 08,6588
2020-03-11 09,4357
2020-03-11 10,2373
2020-03-11 11,2350
2020-03-11 12,2761
2020-03-11 13,2804
2020-03-11 14,2968
2020-03-11 15,3390
2020-03-11 16,4418
2020-03-11 17,7174
2020-03-11 18,7052
2020-03-11 19,4288
2020-03-11 20,2498
2020-03-11 21,1702
2020-03-11 22,1160
2020-03-11 23,693
2020-03-12 00,338
2020-03-12 01,158
2020-03-12 02,106
2020-03-12 03,81
2020-03-12 04,105
2020-03-12 05,427
2020-03-12 06,1399
2020-03-12 07,3058
2020-03-12 08,5662
2020-03-12 09,4013
2020-03-12 10,2254
2020-03-12 11,2117
2020-03-12 12,2376
2020-03-12 13,2577
2020-03-12 14,2804
2020-03-12 15,3046
2020-03-12 16,3825
2020-03-12 17,5603
2020-03-12 18,5371
2020-03-12 19,3304
2020-03-12 20,1347
2020-03-12 21,1056
2020-03-12 22,726
2020-03-12 23,465
2020-03-13 00,263
2020-03-13 01,168
2020-03-13 02,89
2020-03-13 03,64
2020-03-13 04,75
2020-03-13 05,293
2020-03-13 06,528
2020-03-13 07,863
2020-03-13 08,1182
2020-03-13 09,1053
2020-03-13 10,1282
2020-03-13 11,1779
2020-03-13 12,2408
2020-03-13 13,2824
2020-03-13 14,3394
2020-03-13 15,3745
2020-03-13 16,4499
2020-03-13 17,5799
2020-03-13 18,5281
2020-03-13 19,3570
2020-03-13 20,2018
2020-03-13 21,1332
2020-03-13 22,923
2020-03-13 23,653
2020-03-14 00,432
2020-03-14 01,264
2020-03-14 02,149
2020-03-14 03,90
2020-03-14 04,74
2020-03-14 05,82
2020-03-14 06,233
2020-03-14 07,527
2020-03-14 08,1075
2020-03-14 09,1614
2020-03-14 10,2243
2020-03-14 11,3017
2020-03-14 12,3581
2020-03-14 13,4292
2020-03-14 14,4682
2020-03-14 15,4886
2020-03-14 16,4772
2020-03-14 17,4173
2020-03-14 18,3045
2020-03-14 19,2065
2020-03-14 20,1303
2020-03-14 21,978
2020-03-14 22,754
2020-03-14 23,585
2020-03-15 00,412
2020-03-15 01,236
2020-03-15 02,118
2020-03-15 03,72
2020-03-15 04,52
2020-03-15 05,54
2020-03-15 06,146
2020-03-15 07,362
2020-03-15 08,713
2020-03-15 09,1091
2020-03-15 10,1610
2020-03-15 11,2332
2020-03-15 12,2971
2020-03-15 13,3639
2020-03-15 14,3951
2020-03-15 15,4188
2020-03-15 16,4004
2020-03-15 17,3530
2020-03-15 18,2825
2020-03-15 19,1791
2020-03-15 20,1078
2020-03-15 21,712
2020-03-15 22,530
2020-03-15 23,327
2020-03-16 00,182
2020-03-16 01,99
2020-03-16 02,46
2020-03-16 03,32
2020-03-16 04,45
2020-03-16 05,232
2020-03-16 06,801
2020-03-16 07,1531
2020-03-16 08,2199
2020-03-16 09,1710
2020-03-16 10,1412
2020-03-16 11,1523
2020-03-16 12,1943
2020-03-16 13,1988
2020-03-16 14,2124
2020-03-16 15,2157
2020-03-16 16,2366
2020-03-16 17,3052
2020-03-16 18,2664
2020-03-16 19,1722
2020-03-16 20,941
2020-03-16 21,533
2020-03-16 22,410
2020-03-16 23,229
2020-03-17 00,117
2020-03-17 01,52
2020-03-17 02,31
2020-03-17 03,40
2020-03-17 04,37
2020-03-17 05,123
2020-03-17 06,350
2020-03-17 07,463
2020-03-17 08,793
2020-03-17 09,587
2020-03-17 10,516
2020-03-17 11,864
2020-03-17 12,1422
2020-03-17 13,1686
2020-03-17 14,1910
2020-03-17 15,2155
2020-03-17 16,2735
2020-03-17 17,3132
2020-03-17 18,3151
2020-03-17 19,2091
2020-03-17 20,1012
2020-03-17 21,697
2020-03-17 22,460
2020-03-17 23,287
2020-03-18 00,189
2020-03-18 01,78
2020-03-18 02,52
2020-03-18 03,36
2020-03-18 04,60
2020-03-18 05,163
2020-03-18 06,659
2020-03-18 07,1230
2020-03-18 08,1705
2020-03-18 09,1484
2020-03-18 10,1415
2020-03-18 11,1620
2020-03-18 12,2110
2020-03-18 13,2211
2020-03-18 14,2318
2020-03-18 15,2702
2020-03-18 16,2734
2020-03-18 17,3214
2020-03-18 18,2988
2020-03-18 19,1888
2020-03-18 20,945
2020-03-18 21,563
2020-03-18 22,347
2020-03-18 23,274
2020-03-19 00,141
2020-03-19 01,49
2020-03-19 02,14
2020-03-19 03,10
2020-03-19 04,10
2020-03-19 05,26
2020-03-19 06,165
2020-03-19 07,438
2020-03-19 08,661
2020-03-19 09,577
2020-03-19 10,763
2020-03-19 11,931
2020-03-19 12,1382
2020-03-19 13,1551
2020-03-19 14,1617
2020-03-19 15,1762
2020-03-19 16,2024
2020-03-19 17,2505
2020-03-19 18,2703
2020-03-19 19,1708
2020-03-19 20,975
2020-03-19 21,564
2020-03-19 22,336
2020-03-19 23,302
2020-03-20 00,151
2020-03-20 01,55
2020-03-20 02,36
2020-03-20 03,14
2020-03-20 04,37
2020-03-20 05,154
2020-03-20 06,522
2020-03-20 07,836
2020-03-20 08,1175
2020-03-20 09,1130
2020-03-20 10,1126
2020-03-20 11,1363
2020-03-20 12,1738
2020-03-20 13,2017
2020-03-20 14,2195
2020-03-20 15,2584
2020-03-20 16,3273
2020-03-20 17,3986
2020-03-20 18,3979
2020-03-20 19,2530
2020-03-20 20,1333
2020-03-20 21,735
2020-03-20 22,520
2020-03-20 23,422
2020-03-21 00,249
2020-03-21 01,175
2020-03-21 02,117
2020-03-21 03,46
2020-03-21 04,46
2020-03-21 05,58
2020-03-21 06,166
2020-03-21 07,309
2020-03-21 08,552
2020-03-21 09,915
2020-03-21 10,1222
2020-03-21 11,1716
2020-03-21 12,2419
2020-03-21 13,3160
2020-03-21 14,3792
2020-03-21 15,4092
2020-03-21 16,3905
2020-03-21 17,3391
2020-03-21 18,2520
2020-03-21 19,1546
2020-03-21 20,807
2020-03-21 21,537
2020-03-21 22,336
2020-03-21 23,230
2020-03-22 00,160
2020-03-22 01,123
2020-03-22 02,47
2020-03-22 03,40
2020-03-22 04,29
2020-03-22 05,32
2020-03-22 06,119
2020-03-22 07,222
2020-03-22 08,405
2020-03-22 09,588
2020-03-22 10,888
2020-03-22 11,1184
2020-03-22 12,1575
2020-03-22 13,1859
2020-03-22 14,2272
2020-03-22 15,2581
2020-03-22 16,2553
2020-03-22 17,2080
2020-03-22 18,1475
2020-03-22 19,926
2020-03-22 20,427
2020-03-22 21,287
2020-03-22 22,215
2020-03-22 23,150
2020-03-23 00,89
2020-03-23 01,41
2020-03-23 02,20
2020-03-23 03,14
2020-03-23 04,29
2020-03-23 05,89
2020-03-23 06,301
2020-03-23 07,346
2020-03-23 08,397
2020-03-23 09,311
2020-03-23 10,208
2020-03-23 11,155
2020-03-23 12,205
2020-03-23 13,197
2020-03-23 14,169
2020-03-23 15,178
2020-03-23 16,141
2020-03-23 17,181
2020-03-23 18,143
2020-03-23 19,156
2020-03-23 20,223
2020-03-23 21,209
2020-03-23 22,140
2020-03-23 23,110
2020-03-24 00,61
2020-03-24 01,30
2020-03-24 02,24
2020-03-24 03,19
2020-03-24 04,35
2020-03-24 05,104
2020-03-24 06,394
2020-03-24 07,628
2020-03-24 08,750
2020-03-24 09,620
2020-03-24 10,718
2020-03-24 11,948
2020-03-24 12,1246
2020-03-24 13,1509
2020-03-24 14,1701
2020-03-24 15,1888
2020-03-24 16,2238
2020-03-24 17,2632
2020-03-24 18,2595
2020-03-24 19,1547
2020-03-24 20,740
2020-03-24 21,386
2020-03-24 22,260
2020-03-24 23,161
2020-03-25 00,85
2020-03-25 01,37
2020-03-25 02,24
2020-03-25 03,20
2020-03-25 04,32
2020-03-25 05,92
2020-03-25 06,411
2020-03-25 07,582
2020-03-25 08,687
2020-03-25 09,593
2020-03-25 10,563
2020-03-25 11,674
2020-03-25 12,751
2020-03-25 13,908
2020-03-25 14,632
2020-03-25 15,613
2020-03-25 16,941
2020-03-25 17,1283
2020-03-25 18,1276
2020-03-25 19,876
2020-03-25 20,517
2020-03-25 21,307
2020-03-25 22,205
2020-03-25 23,147
2020-03-26 00,90
2020-03-26 01,54
2020-03-26 02,28
2020-03-26 03,18
2020-03-26 04,24
2020-03-26 05,89
2020-03-26 06,410
2020-03-26 07,596
2020-03-26 08,780
2020-03-26 09,691
2020-03-26 10,756
2020-03-26 11,964
2020-03-26 12,1343
2020-03-26 13,1568
2020-03-26 14,1872
2020-03-26 15,2159
2020-03-26 16,2413
2020-03-26 17,2847
2020-03-26 18,2658
2020-03-26 19,1477
2020-03-26 20,684
2020-03-26 21,403
2020-03-26 22,293
2020-03-26 23,163
2020-03-27 00,91
2020-03-27 01,52
2020-03-27 02,35
2020-03-27 03,25
2020-03-27 04,28
2020-03-27 05,102
2020-03-27 06,397
2020-03-27 07,583
2020-03-27 08,730
2020-03-27 09,699
2020-03-27 10,740
2020-03-27 11,1089
2020-03-27 12,1403
2020-03-27 13,1769
2020-03-27 14,2303
2020-03-27 15,2616
2020-03-27 16,2962
2020-03-27 17,3493
2020-03-27 18,3479
2020-03-27 19,2127
2020-03-27 20,1048
2020-03-27 21,553
2020-03-27 22,393
2020-03-27 23,304
2020-03-28 00,175
2020-03-28 01,127
2020-03-28 02,73
2020-03-28 03,39
2020-03-28 04,36
2020-03-28 05,59
2020-03-28 06,161
2020-03-28 07,327
2020-03-28 08,619
2020-03-28 09,779
2020-03-28 10,506
2020-03-28 11,439
2020-03-28 12,563
2020-03-28 13,652
2020-03-28 14,437
2020-03-28 15,577
2020-03-28 16,909
2020-03-28 17,1000
2020-03-28 18,654
2020-03-28 19,279
2020-03-28 20,242
2020-03-28 21,167
2020-03-28 22,107
2020-03-28 23,93
2020-03-29 00,71
2020-03-29 01,38
2020-03-29 02,27
2020-03-29 03,28
2020-03-29 04,11
2020-03-29 05,25
2020-03-29 06,91
2020-03-29 07,173
2020-03-29 08,298
2020-03-29 09,347
2020-03-29 10,534
2020-03-29 11,517
2020-03-29 12,633
2020-03-29 13,775
2020-03-29 14,936
2020-03-29 15,1086
2020-03-29 16,1099
2020-03-29 17,938
2020-03-29 18,725
2020-03-29 19,531
2020-03-29 20,351
2020-03-29 21,248
2020-03-29 22,195
2020-03-29 23,144
2020-03-30 00,84
2020-03-30 01,51
2020-03-30 02,56
2020-03-30 03,43
2020-03-30 04,28
2020-03-30 05,75
2020-03-30 06,359
2020-03-30 07,709
2020-03-30 08,822
2020-03-30 09,655
2020-03-30 10,726
2020-03-30 11,852
2020-03-30 12,1048
2020-03-30 13,1189
2020-03-30 14,1172
2020-03-30 15,1230
2020-03-30 16,1387
2020-03-30 17,1497
2020-03-30 18,1312
2020-03-30 19,943
2020-03-30 20,520
2020-03-30 21,213
2020-03-30 22,163
2020-03-30 23,141
2020-03-31 00,83
2020-03-31 01,32
2020-03-31 02,25
2020-03-31 03,22
2020-03-31 04,31
2020-03-31 05,69
2020-03-31 06,327
2020-03-31 07,596
2020-03-31 08,688
2020-03-31 09,568
2020-03-31 10,578
2020-03-31 11,678
2020-03-31 12,917
2020-03-31 13,967
2020-03-31 14,1161
2020-03-31 15,1245
2020-03-31 16,1416
2020-03-31 17,1702
2020-03-31 18,1696
2020-03-31 19,1065
2020-03-31 20,611
2020-03-31 21,360
2020-03-31 22,241
2020-03-31 23,152
2020-04-01 00,66
2020-04-01 01,46
2020-04-01 02,38
2020-04-01 03,35
2020-04-01 04,32
2020-04-01 05,105
2020-04-01 06,394
2020-04-01 07,685
2020-04-01 08,727
2020-04-01 09,591
2020-04-01 10,678
2020-04-01 11,922
2020-04-01 12,1239
2020-04-01 13,1476
2020-04-01 14,1595
2020-04-01 15,1916
2020-04-01 16,2042
2020-04-01 17,2493
2020-04-01 18,2407
2020-04-01 19,1626
2020-04-01 20,727
2020-04-01 21,383
2020-04-01 22,266
2020-04-01 23,173
2020-04-02 00,103
2020-04-02 01,60
2020-04-02 02,37
2020-04-02 03,21
2020-04-02 04,32
2020-04-02 05,100
2020-04-02 06,369
2020-04-02 07,645
2020-04-02 08,768
2020-04-02 09,707
2020-04-02 10,635
2020-04-02 11,847
2020-04-02 12,1174
2020-04-02 13,1340
2020-04-02 14,1477
2020-04-02 15,1687
2020-04-02 16,2044
2020-04-02 17,2354
2020-04-02 18,2024
2020-04-02 19,1371
2020-04-02 20,656
2020-04-02 21,353
2020-04-02 22,267
2020-04-02 23,160
2020-04-03 00,84
2020-04-03 01,61
2020-04-03 02,40
2020-04-03 03,21
2020-04-03 04,30
2020-04-03 05,78
2020-04-03 06,248
2020-04-03 07,352
2020-04-03 08,580
2020-04-03 09,574
2020-04-03 10,646
2020-04-03 11,592
2020-04-03 12,644
2020-04-03 13,698
2020-04-03 14,633
2020-04-03 15,609
2020-04-03 16,619
2020-04-03 17,1038
2020-04-03 18,1287
2020-04-03 19,1098
2020-04-03 20,653
2020-04-03 21,371
2020-04-03 22,290
2020-04-03 23,212
2020-04-04 00,121
2020-04-04 01,98
2020-04-04 02,66
2020-04-04 03,41
2020-04-04 04,32
2020-04-04 05,58
2020-04-04 06,159
2020-04-04 07,291
2020-04-04 08,402
2020-04-04 09,539
2020-04-04 10,886
2020-04-04 11,1238
2020-04-04 12,1694
2020-04-04 13,2685
2020-04-04 14,3582
2020-04-04 15,4183
2020-04-04 16,4115
2020-04-04 17,3595
2020-04-04 18,2479
2020-04-04 19,1430
2020-04-04 20,765
2020-04-04 21,438
2020-04-04 22,298
2020-04-04 23,210
2020-04-05 00,144
2020-04-05 01,77
2020-04-05 02,69
2020-04-05 03,37
2020-04-05 04,25
2020-04-05 05,43
2020-04-05 06,172
2020-04-05 07,339
2020-04-05 08,532
2020-04-05 09,744
2020-04-05 10,1142
2020-04-05 11,1372
2020-04-05 12,1820
2020-04-05 13,2442
2020-04-05 14,3278
2020-04-05 15,3651
2020-04-05 16,3295
2020-04-05 17,2523
2020-04-05 18,1838
